Input Order,Gen Reference,Title,Description,Dates,Folder,Keywords,Notes
1844,385,Legislative Hall-  Furnishings,"1933 lisiting with pictures of chairs and tables pruchased for the Legislators; History of Furniture in the House Chamber, compiled by JoAnn Hedrick, Feb, 2006",1933-2006,2,"Legislative Hall, Delaware House of Representatives",
1836,581,Arden,"""Arden: Its History and Habits."" ""Laying out the idyllic life in a latter-day Arden.""","1968, 1992",2,Arden,
1837,411,Education,"""ETV Comes to Delaware""",1965,3,"Education, ETV, Educational Television",
1838,957,Ogletown,"""Ogletown ca. 1670-1985",1985,,"Ogletown, Ogle",
1839,656,"Public, Subscription and Community Schools","""From Youth to Maturity,"" Brandywine Springs School, now the New Castle County Senior Services Building",n.d.,9,"schools, education, Brandywine Springs, Delcastle Farm, workhouse,",
1840,26,New Castle - Frenchtown Railroad,"""The New Castle and Frenchtown Railroad,"" by Roger Tait.  ""The Newcastle and Frenchtown Railroad,"" by Leon deValinger, 1995 reprint","1977, 1995",6,"Transportation, New Castle, Frenchtown, Railroad, Turnpike",
1841,958,Port Mahon,"""Port Mahon . . . Going … Going … Gone?"" by Lowell Jacobs",1983,,"Port Mahon, lighthouse",
1842,656,"Public, Subscription and Community Schools","Krebs School in ""Ponolith News,"" September 1927",1927,10,"schools, education, Henrik J. Krebs, Krebs Pigment and Chemical Company",
1843,934,Delaware Geography,"""Description of the State of Delaware""",1857,2,"geography, government, industry, history",
1845,959,Grand Lodge of Ancient Free and Accepted Masons,"Anniversary medals and Bicentennial Collection medals, 2 cases",2006,,Masons,
1846,228,State Symbols,Information sheets on various state symbols,,29,state symbols,
1848,656,"Public, Subscription and Community Schools","Program for laying of cornerstone, William C. Jason High School, Georgetown",1950,11,"schools, education, William C. Jason, Georgetown, Governor Elbert N. Carvel",
1849,960,Apprentice Indentures,"""The 'Art and Mystery' of Delaware's Apprentice Indentures""",2006,,"apprentice indentures, servant, trade, occupation, African American",
1850,961,Corbit's Charge,"Photographs, program, commemorative ribbons, newspaper clipping on the Corbit's Charge memorial dedication, Westminster, MD, June 24, 2006.  Catoctin History magazine, including article on Corbit's Charge, 2007.","2006, 2007",,"Civil War, Charles Corbit, 1st Delaware Cavalry",
1920,982,New Castle County Almshouse Burial Ground,Background of the NCC Almshouse and Del State Hospital properties and burial grounds,2010?,,"New Castle County Almshouse, Delaware State Hospital, Farnhurst, graveyard, cemetery, burial ground",13 pages
1921,110,Department of Natural Resources and Environmental Control,Game and Fish Commission /Division of Fish and Wildlife Law Enforcement Staff civil list,1911-2010,29,"Civil List, game warden, police, directors",
1922,870,World War II,"Ephemera: 7th War Loan Drive ink blotter, 1945",1945,6,"World War II, WWII",
1923,386,Elections- Ballots,Election Ballots,1914-1930,2b,Elections,
1924,656,"Public, Subscription and Community Schools","Rehoboth School District No. 111, report cards for Virginia King",1930-1940,15,"schools, education, Rehoboth",
1925,110,Court of Common Pleas Judges,Listing of the names of judges appointed to the Court of Common Pleas since 1931,1931-,31,"Court, Judges, Lists","37 D.L., chap. 262"
1926,870,World War II,"Ration books for Albert, Sarah, and Sheldon Weinstein.",ca. 1943,7,"World War II, WWII",
1927,472,Fort Delaware,"Minutes of Proceedings Before John Sergeant, Pea Patch Island (extracts, typed transcript)",1848,8,"Pea Patch Island, Reedy Island, Fort Delaware, Military, Civil War",
1928,374,Jews in Delaware,Delaware Materials in the Yale University Library Fortunoff Video Archive for Holocaust Testimonies,,2,"Jews, Jewish History, Holocaust, World War II Agriculture",
1929,1004,Stockley Center,"description of the Hospital for the Mentally Retarded, building information, list of buildings and construction date, dedication program (1975), news article (2009), maps of the campus",1921-2012,2,"Stockley, Delaware Colony, Hospital for the Mentally Retarded",
1930,613,Deed- Meghacksett to Ephraim Herman,"Transcription of a 1680 Deed between Meghacksett, Chief of the Cohanzick, to Ephrain Herman of New Castle County for lands in now Appoquinimink Hundred.",1680,,"Meghacksett, Cohanzick, Ephrain Herman, Appoquinimink",3 pages
1931,983,"Roster of Union Soldiers, 1861-1865: Delaware","Publication of a list of Union soldiers by Janet B. Hewett, 1998.  Contains only the list of Delaware soldiers who served during the Civil War.",1998,,"Union Soldiers, Civil War, Rosters",
1932,984,Saint Michael's Beneficial Society of Wilmington,Treasurer's Bond.,1874,,,
1933,985,"Delaware Day Lecture Series- Significant Dates in the History of Delaware Women, 17th, 18th, and 19th Centuries",Program of a lecture series presentation as sponsored by the Secretary of State and the Delaware Pubklic Archives.,2002,,"Delaware Day, Women",
1934,986,Agriculture in Delaware,"Article from ""Agricultural History"", Vol. 32, No. 1, The Agricultural Memorandum of Samuel H. Black: 1815-1820""; Transcript of talk by W.R. Hesseltine of the University of Delaware, entitled ""History of Dairying in Delaware"", nd.",1965,,"Samuel H. Black, dairying",
1935,987,Battle of Cooch's Bridge,Article of the Battle of Cooch's Bridge by John A. Munroe of the University of Delaware.,1777,,"Revolutionary War, battle, Cooch",
1936,988,Town of Magnolia,"Transcript of an article written by George Caley of the Town of Magnolia for the Bicentennial Commision of 1976 and the publication, ""Delaware 76 Bicentennial Program",1976,,"Bicentennial, George Caley, Magnolia",
1937,989,Right to Work Legislation in Delaware,"Testimony on the Right to Work Hearings taken before the General Assembly on March 14, 1978.",1978,,"Right to Work, Legislative hearings",
1938,990,Churches- New Castle,"Article entitled, ""Reconstructing a Legend Immanuel Church, 1980-1983"", by Joseph Monigle.",1983,,"Immanuel Church, New Castle",
1939,991,Richardson & Robbins Building,Artilces and Informational pages on the DNREC building and history of the Richardson and Robbins plants.,1938-1983,,"Richardson & Robbins, DNREC",
1940,992,Town of Bethel,A press release from the Division of Historical and Cultural Affairs regarding the Town of Bethel being named to the National Register of Hisotric Places.,mid-1970's,,Town of Bethel,
1941,993,Governor's Order of the First State,"Listing of recipients of the Governor's award entitled the ""Order of the First State"".",1977-2007,,Awards,
1942,994,Towns of Camden and Wyoming,History and information relating to the two Towns of Camden and Wyoming and their unique proximity to each other.,1959,,Camden. Wyoming,
1943,995,Town of Bridgeville,"Research paper of Emalu Myer Simpson entitled, ""Bridgeville in the Eighteenth Century""",nd,,Bridgeville,
1944,996,Yearly Statewide Death Lists- Homocides,Yearly compliation of individual homocides reported within the State.,1979-1996,,"Deaths, homocides",
1945,997,Murderkill Neck,"Trnascription of a 1901 news article from the ""Milford Chronicle"" entitled, ""My Recollections of Olden Times in Murderkill Neck"" by Joseph Burchenenal.",1901,,"Murderkill Neck, Joseph Burchenal, Bowers Beach",
1946,998,Life Savings Stations,"Material relating to the State requesting for a Life Saving Station to be established at Rehoboth Beach; Article from the March, 1995 edition of the ""Southern Delaware Magizine"" entitled, ""Delaware's Forgotten Lifesavers"".",1875-1995,,"Rehoboth Beach, Life Saving Stations",copy & remove original Gov materials
1947,999,Black Camp Rebellion,Copies of original court material and printed articles relating to the 1780 uprising in Sussex County cduring the Revolutionary War near a place called Black Camp.,1780-1784,,"Revolutionary War, Black Camp, Sussex County",
1948,1000,1769 Transit of Venus Observatory in Lewes,"Paper on the 1769 transit of Venus observatory in Lewes, Delaware by James E. Morrison and Geoffrey Thurston.",2012,,"Astronomy, Lewes",
1949,1001,Cedar Neck,Articles on the history of Cedar Neck in Sussex County,2009-2010,,"Cedar Neck, Sussex County",
1950,1002,Civilian Conservation Corps (CCC),"Paper, ""Creation of a Legacy, the Story of the Civilian Conservation Corps a Bombay Hook- 1938-1942"", by Rbort W. Mayer.",,,"Bombay Hook, CCC",
1951,1003,Justice of the Peace Office,"Original material relating to the Magistrate Reform Committee and the passgae of the 1963, Magistrate Reform Act.",1962-1963,,"Magistrate Reform Committee, Magistrate Reform Act, A.I. du Pont Bayard, Francis Giofre",
1952,1005,Louviers,Photostatic copies of Pierre S. du Pont III's draft of a history of the Louviers site and estate.  Includes copies of original documents used for the research.,c. 1942,,"Pierre S. du Pont III, Henry Belin du Pont, Wiliam. W. Laird, Jr., Louviers",
1953,507,Brandywine Springs Amusement Park,"Archaeological Excavations at Branywine Springs, Wilmington, Delaware, The Chalybeate Spring Dig.",2017,2,"Archaeological Excavations, Brandywine Springs Amusement Park",with cd
1954,89,Genealogical Source Material- Articles,"Article, ""Proofs of Lineage"", by Eleanor B. Cooch, General Registrar, N.S.D.A.R., nd.  Abtracted from ""National Historical Magazine"".",,2,"Genealogy; Lineage, DAR",
1955,804,Inauguration of Governor John C. Carney and Lt. Governor Bethany A. Hall-Long,Inauguration program and parking pass,2017,,"Inauguration, Governor John C. Carney, Lt. Governor Bethany A. Hall-Long",
1956,159,Delaware Militia-  Legislative Acts Establishing a Militia,Transcribed copies of acts passed the Delaware Legislature for the establishing a militia in 1756 and 1757.,"1756, 1757",b,"Delaware Militia, Military, Acts",Originals in Archives
1957,1006,Liberty Brick,"Copies of the presentation speeches given by Governor Walter W. Bacon and the State Superintendent of the Department of Public Instruction, H.V. Holloway at the Presentation of the Liberty Brick to Delaware on February 22nd 1943, in Legislative Hall, Dover.",1943,,"Walter W. Bacon, Governor, H. V. Holloway, DPI, Presentation",
1958,385,Legislative Hall- Expansion Efforts,"1966 Report from the Legislative Building Committee for the pupose of studying and recomending a plan for an addtion to Leg. Hall; 1970 program and emphera fro the May 23, 1970 extension dedication ceremony; 1995 program for dediaction of the new wings, June 1, 1995",1966-1995,3,Legislative Hall; dedication programs,
1959,385,Legislative Hall- Cornerstone Laying Ceremony,"News articles and a copy of Governor Buck's address for the cornerstone laying ceremony on July 3, 1933",1933,4,"Legislative Hall, cornerstone, Governor Buck",
1960,518,Schools- Union School of Mill Creek Hd.,"An account of scholars debts, 1809",1809,2,"Union School, Education, Mill Creek Hd",
1961,1007,Delaware Medical Society,Original copies of a speech(s) or talk(s) concerning the State Board of Health before the Delaware Medical Society (?). C1893 [reference to Chicago World Exposition],1893,,"Speech, State Board of Health",unknown drafts
1962,804,Lisa Blunt Rochester Campaign,Pamphlet and Lisa for Congress stickers,2016-2017,,"United States Congress, campaign",
1963,1008,Presidents- James A. Garfield,"Funeral-  Full copy of the ""Every Evening"" (vol. XV, No. 229) newspaper of 9/26/1881, providing articles on the funeral of assassinated President James A. Garfield.",1881,,"Newspaper, President, funeral, Garfield",In 19x25 oversize box #486520
1964,375,Mills and Milling - Sussex County,"""The History of Betts's Pond and its Mills,"" by Dick Carter",1985,2,"Mills, Millsboro",
1965,386,Election Returns/Original Ballots,News clippings,1910,1c.2,Elections,Results printed in newspaper
1966,629,Taverns- Felton House,"Four  Governor issued tavern licenses for operating the Felton House in Felton, DE.","1897, 1900, 1906 & 1907",2,"Tavern, Felton",copies of originals only
1967,30,Slavery/Abolition,"""The Travail of Delaware Slave Families in the Early Republic,"" by Gary Nash and Miles Stanley",2018,2,"Slavery, Abolition, manumission",
1968,1009,The Clayton Municipal Light and Power Plant,The Clayton Bank receipt,1923,,"Bank, Receipts, Business",
1969,1010,"Bannister Hall, Smyrna, Delaware",Note paper,,,"Smyrna, Notes, Paper making",
1970,1011,Todd & Abbott Delaware Land Agents,Catalog of farm properties in Delaware,,,"Farm, Agriculture, Land Agents, Land, Dover",
1971,721,Lewes Historical Society Journal,"Lewes history, Beebe Brothers establish hospital",2015,,Lewes Historical Society,
1972,870,World War II,"Thomas Farrow account of World War II service and as POW, 1944-1945",n.d.,8,"World War II, WWII, POW",
1973,472,Fort Delaware,"""Remain on Duty: Letters From Confederate Officers Imprisoned at Fort Delaware,"" by Michelle B. Kenerly, 1992.",1992,9,"Fort Delaware, Confederate prisoners, POW",
1975,1012,Delaware State Budgets,"Digital copies of State Budget Bills, FY1978 thru FY2019",1977-2018,,Budget,1 cd
1976,898,Korean War,"List of Delaware servicemen casualties during the Korean War with rank, date of birth and death, and home town.",1950-1954,2,"Veterans, Korean War, Military, Casualties Doctors",
1977,110,Adjutant General,Civil List,"1807-1816, 1827-1833, 1862-current",32,"Civil List, Military","20 DL, chap 392"
1978,247,Town of New Castle,"""The Gambacorta or Town Marsh in New Castle""",2019,2,"New Castle, marsh",
1979,110,Kent County Coroners,Civil List,1684-1970,33,Civil List,
1980,1013,Shell Pot Park,"Recollection of the amusement park in Wilmington, De in the 1920's and 1930's",1920,,"Park, Amusement, Wilmington, Recreational",
1981,1014,Captain John Smith's Trek Up the Chesapeake Bay,Articles and maps commemorating John Smith's navigating of the Chesapeake Bay and Nanticoke River; warranty to John Smith Monument in Delaware,2007,,"Jamestown, John Smith,o Chesapeake Bay, Nanticoke River, Navigation, Map, Article",
